customer_id,gender,age,income,relation_length,contract_length,start_channel,email_list,home_age,home_label,electricity_usage,gas_usage,province,churn
77,0,31,4833.0,49,36,Online,1,69,G,3278.0,1690.0,Noord-Brabant,0
78,0,21,2419.0,32,7,Online,1,19,G,2754.0,999.0,Gelderland,1
79,0,40,3644.0,89,5,Online,1,14,C,1780.0,871.0,Utrecht,0
80,1,42,3425.0,31,12,Online,1,199,D,2366.0,769.0,Zuid-Holland,1
81,1,68,2152.0,37,0,Online,1,22,C,2345.0,934.0,Limburg,1
82,0,70,3903.0,12,3,Online,1,34,G,1891.0,1050.0,Friesland,1
83,0,52,2900.0,76,34,Online,1,9,B,1341.0,974.0,Zuid-Holland,0
84,1,31,7170.0,34,8,Online,1,19,C,2142.0,335.0,Limburg,0
85,0,24,6265.0,10,0,Online,1,41,C,1291.0,1146.0,Noord-Holland,0
86,1,38,1886.0,83,7,Online,0,35,F,3735.0,1049.0,Utrecht,1
87,0,70,1605.0,163,2,Online,1,52,C,2711.0,839.0,Zuid-Holland,1
88,0,28,3249.0,26,0,Online,1,73,F,2772.0,1679.0,Noord-Brabant,1
89,0,46,3414.0,7,6,Online,1,58,C,734.0,1063.0,Noord-Holland,1
90,1,34,4413.0,78,27,Online,1,9,B,2274.0,718.0,Zuid-Holland,0
91,0,37,7287.0,49,6,Online,1,194,G,2353.0,1569.0,Zuid-Holland,1
92,1,43,2209.0,79,0,Online,1,43,G,2641.0,1714.0,Zuid-Holland,1
93,0,45,3238.0,33,0,Phone,0,23,E,1582.0,1184.0,Overijssel,0
94,0,29,3520.0,19,0,Phone,1,0,A,1684.0,593.0,Zuid-Holland,1
95,0,42,10320.0,107,32,Online,1,36,G,2850.0,2429.0,Noord-Brabant,0
96,1,55,3494.0,91,5,Online,0,8,B,2792.0,941.0,Noord-Holland,0
97,0,25,6425.0,14,0,Phone,0,33,C,1746.0,928.0,Groningen,1
98,0,85,5352.0,35,0,Phone,1,152,C,2449.0,744.0,Gelderland,0
99,0,35,4300.0,27,6,Online,0,116,G,1860.0,1059.0,Limburg,0
100,1,46,5497.0,26,20,Online,1,67,D,2818.0,1543.0,Zuid-Holland,1
101,0,63,4596.0,21,24,Online,0,10,D,1799.0,907.0,Utrecht,0
102,1,28,1896.0,32,1,Online,1,71,E,2435.0,1711.0,Noord-Holland,1
103,0,51,11810.0,109,0,Phone,0,12,E,2436.0,2220.0,Overijssel,0
104,0,61,6808.0,101,3,Online,1,31,B,1635.0,618.0,Zuid-Holland,0
105,0,52,5548.0,60,0,Phone,0,60,D,1931.0,1103.0,Noord-Brabant,1
106,0,56,4582.0,138,24,Online,1,68,B,2170.0,1021.0,Limburg,1
107,0,56,3832.0,66,12,Online,1,16,B,2134.0,971.0,Noord-Brabant,0
108,0,58,2209.0,97,2,Online,1,30,G,2140.0,1167.0,Gelderland,0
109,0,55,4761.0,14,0,Online,1,26,D,2238.0,2003.0,Friesland,1
110,0,40,8259.0,90,25,Online,1,11,F,1426.0,1064.0,Friesland,0
111,1,42,4349.0,63,0,Online,0,34,D,2416.0,1184.0,Overijssel,0
112,0,41,5724.0,15,0,Online,1,84,G,2633.0,2161.0,Friesland,1
113,1,43,6864.0,114,0,Online,1,38,G,3311.0,1292.0,Limburg,1
114,0,37,3959.0,51,2,Online,1,31,D,2664.0,439.0,Noord-Holland,1
115,0,28,2154.0,21,1,Online,1,65,G,2113.0,1683.0,Zuid-Holland,1
116,1,37,8394.0,49,33,Online,1,36,C,1677.0,1264.0,Groningen,0
117,1,56,3524.0,88,11,Online,1,26,E,3052.0,1783.0,Noord-Brabant,0
118,0,35,3696.0,16,0,Online,1,31,B,2391.0,1441.0,Friesland,1
119,0,59,7208.0,110,2,Phone,0,9,C,2266.0,1042.0,Noord-Holland,0
120,1,61,3413.0,57,0,Online,1,54,G,1893.0,2437.0,Zuid-Holland,1
121,1,36,3948.0,40,24,Online,1,4,B,1615.0,964.0,Utrecht,1
122,1,52,15955.0,61,11,Online,1,16,D,1783.0,1267.0,Noord-Brabant,0
123,1,33,2512.0,17,6,Online,0,22,B,1695.0,777.0,Overijssel,0
124,1,28,2952.0,45,0,Online,1,45,D,2074.0,1019.0,Noord-Holland,1
125,0,42,6526.0,29,11,Online,1,37,B,2309.0,564.0,Utrecht,0
126,0,43,6397.0,18,0,Online,1,48,D,2522.0,1457.0,Utrecht,1
127,0,59,2699.0,89,9,Online,1,10,F,3571.0,1763.0,Zuid-Holland,0
128,1,39,2117.0,92,20,Online,1,8,C,2056.0,1079.0,Zuid-Holland,1
129,0,44,5144.0,44,0,Phone,0,27,F,2517.0,2235.0,Noord-Brabant,1
130,0,41,4436.0,91,21,Online,1,15,F,2423.0,2163.0,Zuid-Holland,1
131,1,60,4659.0,164,11,Phone,0,36,C,2558.0,1444.0,Limburg,0
132,1,39,10983.0,95,0,Online,1,77,E,2359.0,913.0,Zuid-Holland,1
133,0,46,8117.0,98,32,Online,1,46,D,2725.0,784.0,Zuid-Holland,0
134,0,85,6942.0,49,0,Phone,0,49,D,1519.0,783.0,Overijssel,0
135,1,35,5501.0,78,27,Online,1,4,A,1081.0,1061.0,Overijssel,0
136,0,46,5918.0,52,0,Phone,0,32,C,2487.0,1916.0,Drenthe,1
137,1,43,2595.0,14,21,Online,1,30,E,2268.0,1942.0,Noord-Brabant,1
138,1,35,4829.0,36,8,Online,1,64,G,2967.0,1368.0,Overijssel,1
139,1,48,10300.0,9,10,Online,0,14,G,2265.0,1531.0,Utrecht,1
140,1,38,3970.0,45,0,Online,1,44,G,2624.0,1405.0,Gelderland,1
141,1,47,4686.0,82,6,Online,1,36,D,2837.0,1540.0,Overijssel,0
142,1,59,8917.0,5,3,Online,1,16,E,1772.0,2035.0,Noord-Brabant,1
143,0,50,5433.0,48,2,Online,1,3,A,1659.0,0.0,Zuid-Holland,0
144,0,61,10453.0,67,0,Online,1,43,G,2502.0,950.0,Limburg,1
145,0,52,6477.0,78,8,Online,0,50,B,2498.0,926.0,Gelderland,0
146,1,39,3594.0,80,0,Phone,0,29,D,2549.0,1829.0,Zuid-Holland,1
147,1,42,1774.0,22,0,Online,1,25,G,2418.0,1764.0,Gelderland,1
148,1,41,4304.0,69,0,Phone,0,14,B,2039.0,1472.0,Noord-Holland,0
149,1,33,8013.0,66,25,Online,1,91,G,3244.0,1212.0,Limburg,1
150,1,27,2057.0,43,4,Online,1,39,C,1887.0,1539.0,Zeeland,0
151,0,70,8903.0,154,5,Online,1,32,F,2468.0,1860.0,Overijssel,1
152,0,49,5102.0,74,23,Online,0,24,C,2114.0,1321.0,Friesland,0
153,0,58,3097.0,108,21,Online,1,30,D,1312.0,711.0,Gelderland,0
154,1,40,5362.0,68,14,Online,1,32,C,2142.0,937.0,Limburg,0
155,0,71,2968.0,21,13,Phone,0,22,B,1989.0,671.0,Limburg,0
156,1,43,6348.0,90,15,Online,1,16,G,2926.0,1770.0,Noord-Holland,0
157,1,53,4187.0,99,0,Online,1,3,A,1838.0,502.0,Overijssel,0
158,1,44,2815.0,56,7,Online,1,43,E,2891.0,1768.0,Zuid-Holland,1
159,0,45,4224.0,76,0,Online,1,36,G,1930.0,1611.0,Gelderland,0
160,1,45,5710.0,101,0,Online,1,19,D,2600.0,1456.0,Noord-Holland,0
161,0,74,2551.0,7,35,Online,1,0,C,2365.0,947.0,Limburg,0
162,1,57,7470.0,95,4,Online,1,42,F,2716.0,2090.0,Zuid-Holland,0
163,0,31,6042.0,24,6,Online,1,8,A,1581.0,282.0,Zuid-Holland,0
164,0,43,2813.0,85,0,Online,1,70,D,2600.0,2061.0,Zuid-Holland,1
165,0,47,2404.0,57,0,Online,1,40,C,2493.0,1627.0,Zuid-Holland,1
166,1,34,3946.0,25,10,Online,1,49,E,2071.0,1409.0,Groningen,1
167,0,59,7716.0,4,0,Online,0,67,B,2278.0,690.0,Drenthe,1
168,0,75,2075.0,143,0,Online,1,22,D,3245.0,1391.0,Zuid-Holland,1
169,1,73,4162.0,56,35,Online,1,28,B,1589.0,584.0,Utrecht,0
170,0,61,4939.0,92,0,Online,1,4,B,2952.0,805.0,Flevoland,1
171,1,30,2303.0,23,25,Online,1,7,A,880.0,562.0,Gelderland,0
172,1,47,2673.0,118,0,Online,0,79,C,2268.0,725.0,Limburg,0
173,1,48,1833.0,47,0,Online,1,23,C,2047.0,1442.0,Limburg,1
174,0,44,9683.0,32,0,Online,1,29,F,1910.0,1819.0,Zuid-Holland,1
175,0,41,7996.0,40,0,Online,1,47,C,2873.0,668.0,Limburg,1
176,1,55,9770.0,40,0,Phone,0,34,D,3216.0,2212.0,Noord-Brabant,1
177,0,52,5952.0,45,14,Phone,0,36,C,2957.0,77.0,Zuid-Holland,0
178,1,34,4818.0,67,0,Online,1,8,C,1721.0,1435.0,Zuid-Holland,1
179,0,33,8517.0,16,0,Online,1,13,E,3603.0,1540.0,Noord-Brabant,1
180,0,33,1913.0,59,7,Online,0,62,E,2091.0,1267.0,Noord-Holland,0
181,0,46,10021.0,26,0,Online,1,19,B,2556.0,477.0,Gelderland,1
182,0,33,4710.0,5,15,Online,0,21,B,1845.0,964.0,Noord-Brabant,1
183,1,47,7955.0,39,22,Online,1,42,C,2766.0,889.0,Zeeland,0
184,0,58,5273.0,137,0,Online,1,148,F,2419.0,1296.0,Overijssel,0
185,1,38,3416.0,41,2,Online,1,36,C,2582.0,904.0,Noord-Brabant,1
186,0,44,11243.0,38,0,Online,1,45,G,2181.0,2526.0,Gelderland,0
187,1,63,2362.0,26,0,Online,1,43,F,2491.0,1220.0,Utrecht,1
188,1,56,3710.0,6,15,Online,1,20,C,2531.0,947.0,Zuid-Holland,1
189,0,36,3425.0,51,0,Phone,0,7,A,1547.0,0.0,Overijssel,0
190,1,74,2164.0,183,3,Phone,0,19,G,2160.0,2466.0,Noord-Holland,0
191,1,27,3397.0,38,0,Online,0,49,G,931.0,856.0,Zuid-Holland,1
192,1,60,3342.0,66,4,Online,1,23,C,2540.0,852.0,Noord-Holland,0
193,0,69,1714.0,142,16,Online,1,19,F,3121.0,1720.0,Noord-Holland,1
194,1,47,3049.0,33,6,Online,1,30,C,2261.0,1366.0,Noord-Brabant,0
195,1,42,6878.0,51,15,Online,1,16,B,2564.0,1049.0,Limburg,0
196,1,46,4930.0,8,9,Online,1,26,B,803.0,257.0,Gelderland,0
197,1,46,4684.0,102,0,Online,1,87,C,2375.0,1111.0,Noord-Holland,0
198,1,48,4181.0,45,19,Online,1,77,D,1167.0,784.0,Zuid-Holland,0
199,1,56,8870.0,126,31,Online,1,16,G,1785.0,1253.0,Zuid-Holland,0
200,1,103,5840.0,122,25,Phone,0,35,G,2533.0,2039.0,Drenthe,0
201,1,41,3596.0,37,0,Phone,0,5,B,2168.0,1271.0,Zuid-Holland,0
202,1,32,3969.0,14,12,Online,1,15,B,2722.0,1039.0,Gelderland,1
203,0,81,5698.0,13,0,Phone,0,72,C,2342.0,1009.0,Noord-Brabant,1
204,1,43,3103.0,76,11,Online,1,47,G,2733.0,1006.0,Drenthe,1
205,1,34,3765.0,74,7,Phone,0,98,F,2715.0,1390.0,Noord-Brabant,0
206,1,44,2457.0,97,6,Online,1,15,G,2963.0,565.0,Limburg,1
207,0,56,8907.0,139,0,Online,1,139,D,1002.0,1761.0,Overijssel,1
208,0,51,7875.0,4,14,Online,1,64,B,2134.0,873.0,Noord-Holland,1
209,0,26,4903.0,10,8,Online,1,23,B,2591.0,776.0,Noord-Brabant,1
210,1,29,2598.0,53,0,Online,1,3,C,2351.0,1133.0,Noord-Holland,1
211,1,65,7623.0,27,5,Online,1,29,G,2827.0,1767.0,Zuid-Holland,1
212,0,55,7939.0,12,0,Online,1,20,C,2244.0,681.0,Gelderland,1
213,0,50,4491.0,26,0,Online,1,29,G,2851.0,2127.0,Overijssel,1
214,1,57,6757.0,66,6,Online,1,24,E,2759.0,1113.0,Noord-Holland,1
215,1,72,1070.0,181,25,Phone,0,64,G,3547.0,1341.0,Noord-Holland,1
216,1,50,2593.0,136,0,Online,1,39,D,2331.0,1577.0,Noord-Brabant,1
217,1,47,2432.0,44,0,Online,1,65,F,2100.0,1614.0,Zuid-Holland,1
218,1,75,4697.0,87,31,Online,1,34,D,2137.0,1722.0,Zuid-Holland,0
219,0,45,4541.0,117,11,Online,1,26,F,2456.0,1660.0,Zeeland,0
220,1,55,4381.0,66,0,Online,1,15,E,2567.0,944.0,Noord-Brabant,0
221,0,43,2624.0,92,8,Phone,0,40,F,2611.0,759.0,Limburg,1
222,0,55,3837.0,62,0,Online,1,43,F,2246.0,1927.0,Friesland,1
223,0,50,6729.0,69,0,Online,1,5,A,2412.0,0.0,Noord-Brabant,0
224,0,30,2225.0,54,8,Online,1,107,F,2001.0,1269.0,Overijssel,1
225,0,53,5913.0,39,0,Phone,0,5,A,2185.0,0.0,Noord-Brabant,0
226,0,48,2149.0,64,0,Online,1,10,D,1960.0,1480.0,Zuid-Holland,1
227,1,41,5190.0,6,34,Online,1,47,E,2474.0,1919.0,Noord-Holland,1
228,0,37,3822.0,90,0,Online,1,49,C,2157.0,1460.0,Noord-Brabant,1
229,1,38,2863.0,12,0,Online,1,92,C,1892.0,982.0,Gelderland,1
230,0,57,6566.0,31,28,Phone,0,45,D,1790.0,1089.0,Noord-Holland,1
231,1,34,4457.0,4,9,Phone,0,63,C,2317.0,869.0,Noord-Holland,0
232,1,29,2959.0,9,8,Online,1,95,D,1661.0,999.0,Noord-Brabant,0
233,0,41,4613.0,16,9,Online,1,27,D,2173.0,1988.0,Noord-Holland,1
234,1,41,2761.0,26,3,Online,1,10,G,2300.0,617.0,Overijssel,1
235,1,78,3831.0,172,0,Phone,0,22,C,2721.0,1092.0,Zuid-Holland,0
236,0,43,5441.0,106,0,Online,1,10,E,2436.0,1235.0,Flevoland,1
237,1,30,4348.0,45,3,Online,0,85,C,2174.0,2195.0,Gelderland,0
238,0,61,7168.0,86,12,Online,1,28,B,2134.0,770.0,Noord-Brabant,0
239,0,48,5080.0,23,0,Online,1,49,C,1908.0,1001.0,Zuid-Holland,0
240,1,33,4754.0,26,5,Online,1,43,F,2241.0,1677.0,Zuid-Holland,1
241,0,47,5878.0,54,27,Online,1,6,B,1436.0,774.0,Limburg,0
242,0,55,3069.0,11,0,Online,1,37,G,1870.0,1659.0,Zuid-Holland,1
243,0,48,9314.0,44,0,Online,1,39,E,2123.0,1566.0,Gelderland,1
244,1,30,3741.0,32,34,Online,1,6,A,1355.0,0.0,Friesland,0
245,1,47,2792.0,59,0,Online,1,36,D,2193.0,1576.0,Noord-Brabant,1
246,0,36,7113.0,18,7,Online,1,68,E,3418.0,437.0,Utrecht,1
247,1,58,4804.0,91,33,Online,1,20,F,2872.0,1455.0,Gelderland,0
248,1,46,3717.0,21,0,Phone,0,17,C,1903.0,392.0,Noord-Holland,0
249,1,71,2419.0,40,0,Online,1,25,D,3099.0,376.0,Overijssel,1
250,1,42,8811.0,47,19,Online,0,30,F,2651.0,1509.0,Zuid-Holland,1
251,1,53,3901.0,30,0,Online,1,49,D,2368.0,1654.0,Utrecht,1
252,1,63,5059.0,10,0,Online,1,24,E,3134.0,1146.0,Zuid-Holland,1
253,0,44,9299.0,97,33,Online,1,125,D,2518.0,1804.0,Noord-Brabant,0
254,0,72,3514.0,10,25,Online,1,10,D,2082.0,986.0,Limburg,0
255,0,47,6586.0,102,0,Online,1,14,F,2105.0,1208.0,Zuid-Holland,1
256,1,35,3437.0,20,0,Online,1,23,E,2960.0,1622.0,Gelderland,1
257,0,29,7670.0,42,7,Online,1,21,C,2160.0,1115.0,Friesland,0
258,0,63,3819.0,87,27,Phone,0,33,B,2277.0,723.0,Gelderland,0
259,1,64,9983.0,90,2,Online,0,67,D,1762.0,1367.0,Gelderland,0
260,1,67,2375.0,29,12,Online,1,40,F,2569.0,1387.0,Noord-Brabant,1
261,1,52,7477.0,30,2,Online,1,15,G,2834.0,1971.0,Gelderland,1
262,0,40,5589.0,41,0,Online,1,55,G,2042.0,1550.0,Flevoland,1
263,1,40,1932.0,59,0,Online,1,51,G,2220.0,1228.0,Limburg,1
264,0,62,3845.0,37,0,Phone,0,65,G,3215.0,904.0,Noord-Brabant,0
265,0,37,4323.0,17,5,Online,1,51,D,2717.0,1741.0,Groningen,0
266,0,52,4078.0,139,0,Online,0,9,B,3133.0,375.0,Gelderland,1
267,1,62,3211.0,80,2,Online,0,33,C,2174.0,1486.0,Groningen,0
268,0,38,4518.0,7,32,Online,1,37,C,2177.0,1050.0,Noord-Holland,1
269,0,64,3634.0,8,0,Online,1,20,D,2669.0,1173.0,Overijssel,1
270,1,62,1845.0,72,0,Online,0,34,D,2069.0,1428.0,Flevoland,1
271,0,84,6536.0,43,0,Phone,0,31,F,2254.0,1527.0,Overijssel,1
272,1,33,8684.0,68,3,Online,1,88,B,1745.0,848.0,Zuid-Holland,0
273,0,39,4567.0,3,1,Online,1,10,D,1323.0,1362.0,Noord-Brabant,0
274,1,29,4732.0,20,0,Online,1,49,C,2429.0,641.0,Zuid-Holland,1
275,0,44,5664.0,54,0,Online,1,7,B,1721.0,1014.0,Gelderland,1
276,1,34,2855.0,18,12,Online,1,43,C,2136.0,1157.0,Limburg,1
277,1,47,3447.0,96,11,Online,0,29,D,2567.0,1961.0,Noord-Brabant,0
278,1,34,2767.0,31,5,Online,1,48,F,3205.0,1148.0,Noord-Holland,0
279,0,49,2016.0,25,5,Phone,1,23,D,1104.0,1033.0,Limburg,1
280,0,68,3106.0,34,2,Online,1,24,G,3370.0,985.0,Zuid-Holland,1
281,0,57,3034.0,156,22,Online,1,9,B,1812.0,1365.0,Gelderland,0
282,0,40,4101.0,36,0,Phone,0,43,F,1925.0,559.0,Gelderland,0
283,1,75,2517.0,52,26,Online,1,41,E,2123.0,2090.0,Zuid-Holland,0
284,1,32,3130.0,25,2,Phone,0,0,C,1689.0,824.0,Drenthe,0
285,1,73,3269.0,174,30,Online,1,15,D,1469.0,1169.0,Noord-Brabant,0
286,0,41,12642.0,30,22,Online,1,50,G,2989.0,1793.0,Utrecht,1
287,0,66,9907.0,112,5,Online,1,22,E,2079.0,1995.0,Overijssel,0
288,0,34,3723.0,36,0,Phone,1,37,B,1879.0,1235.0,Zuid-Holland,1
289,1,54,1997.0,112,15,Online,1,43,G,2096.0,2145.0,Noord-Brabant,1
290,1,49,5073.0,110,15,Online,1,22,E,3056.0,918.0,Gelderland,0
291,1,34,6412.0,53,0,Online,1,21,E,3467.0,1511.0,Noord-Holland,1
292,0,53,4444.0,59,9,Online,1,21,F,3526.0,1710.0,Friesland,1
293,1,64,1329.0,155,0,Online,1,18,D,2502.0,689.0,Overijssel,1
294,0,54,4892.0,134,29,Online,1,38,E,2748.0,2487.0,Noord-Holland,1
295,1,30,2177.0,47,9,Online,1,99,E,1858.0,1303.0,Overijssel,1
296,1,64,7173.0,124,0,Phone,0,17,G,903.0,1539.0,Limburg,0
297,1,37,7422.0,0,9,Online,1,22,G,2455.0,1578.0,Utrecht,1
298,0,52,3933.0,94,6,Online,1,36,E,2138.0,1044.0,Limburg,0
299,1,46,3683.0,29,30,Online,0,14,D,2094.0,2325.0,Noord-Holland,1
300,0,50,8607.0,19,26,Online,1,30,D,1618.0,1666.0,Noord-Holland,0
301,0,43,3754.0,73,9,Online,1,36,F,3881.0,1517.0,Overijssel,0
302,1,56,8805.0,70,0,Online,1,16,E,2878.0,1647.0,Overijssel,0
303,1,58,6201.0,157,11,Online,0,12,D,2012.0,1593.0,Noord-Holland,0
304,0,35,4221.0,27,0,Online,1,18,G,2289.0,1757.0,Zuid-Holland,1
305,1,22,2345.0,0,16,Online,1,49,E,3042.0,1621.0,Zuid-Holland,1
306,0,60,4461.0,42,10,Online,1,87,G,2981.0,2048.0,Overijssel,1
307,0,40,7587.0,35,4,Online,1,6,B,2569.0,533.0,Noord-Brabant,1
308,1,47,2494.0,118,0,Online,1,40,C,2034.0,559.0,Limburg,1
309,1,71,4283.0,32,34,Online,1,29,B,2168.0,1013.0,Groningen,0
310,1,49,4999.0,30,11,Online,1,71,E,1851.0,1266.0,Overijssel,0
311,1,39,8073.0,13,7,Online,1,7,A,1836.0,795.0,Zeeland,0
312,1,38,5872.0,13,4,Online,1,27,D,2007.0,1050.0,Noord-Holland,0
313,0,37,4829.0,16,23,Online,1,31,G,3043.0,2548.0,Noord-Brabant,1
314,0,64,4729.0,77,16,Online,1,41,C,3078.0,1071.0,Noord-Holland,0
315,0,45,5809.0,33,9,Online,1,40,D,1783.0,1662.0,Noord-Brabant,1
316,0,48,5928.0,82,0,Online,1,31,G,2429.0,685.0,Utrecht,1
317,0,53,6251.0,144,0,Online,1,48,G,2576.0,1160.0,Noord-Brabant,0
318,0,39,2192.0,99,0,Online,1,38,B,2080.0,886.0,Groningen,0
319,0,27,3721.0,33,15,Online,1,49,D,2376.0,1101.0,Zuid-Holland,0
320,1,53,3244.0,14,34,Online,1,58,F,2595.0,2401.0,Zuid-Holland,1
321,0,41,7481.0,80,0,Online,1,11,G,2317.0,880.0,Zuid-Holland,0
322,1,43,3451.0,68,2,Online,1,25,E,1857.0,1126.0,Noord-Brabant,0
